#metadataBlock	name	dataverseAlias	displayName													
	process		Process Metadata													
#datasetField	name	title	description	watermark	 fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id	termURI
	processMethods	Processing Methods	Information about used methods in the data life cycle.		none	0		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		process	
	processMethodsName	Name	Name of the method as free text.		text	1	#VALUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	processMethods	process	https://schema.org/measurementTechnique
	processMethodsDescription	Description	Description of the method as free text		textbox	2	(#VALUE)	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	processMethods	process	
	processMethodsPars	Parameters	List of all parameter names relevant for this method (detailed information about parameters should be given under Method Parameters).		text	3	"; #NAME: #VALUE"	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	processMethods	process	
	processMethodsPar	Method Parameters	Parameters relevant for processing methods.		none	4		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		process	
	processMethodsParName	Name	Name of the parameter.		text	5	#VALUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	processMethodsPar	process	
	processMethodsParSymbol	Symbol	The symbol used to describe this parameter.		text	6	(#VALUE)	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	processMethodsPar	process	
	processMethodsParUnit	Unit	The unit or scale of this parameter.		text	7	[#VALUE]	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	processMethodsPar	process	
	processMethodsParValue	Value	The (numerical) value of this parameter.		float	8	: #VALUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	processMethodsPar	process	
	processMethodsParTextValue	Textual Value	The value of this method parameter. (for non numerical values)		float	9	: #VALUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	processMethodsPar	process	
	processSoftware	Software	Information about used software.		none	10		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		process	https://schema.org/SoftwareApplication
	processSoftwareName	Name	Name of the software.		text	11	#VALUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	processSoftware	process	https://schema.org/name
	processSoftwareCitation	Citation	Assosicated publication to the software.		textbox	12	(#VALUE)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	processSoftware	process	https://schema.org/citation
